"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Freedom Bound International","Emery","South Dakota","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","","South Dakota","","Sovereign Citizens Movement","Yes","Yes","2023"
"American Meeting Group","Austin","Texas","","Sovereign Citizens Movement","Yes","","2023"
"Republic of Texas","Bastrop County","Texas","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Mt Pleasant","Utah","","Sovereign Citizens Movement","Yes","","2023"
"ASN Study Guide & University (American State Nationals)","","Virginia","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","","Virginia","","Sovereign Citizens Movement","Yes","Yes","2023"
"The American States Assembly","","Washington","","Sovereign Citizens Movement","","Yes","2023"
"National Assembly","","Wisconsin","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","","Wisconsin","","Sovereign Citizens Movement","Yes","Yes","2023"
"Active Club","","Alabama","","White Nationalist ","","Yes","2023"
"Occidental Dissent","Eufaula","Alabama","","White Nationalist ","","","2023"
"Patriot Front","","Alabama","Patriot Front","White Nationalist ","","Yes","2023"
"AZ Active Club","","Arizona","","White Nationalist ","","Yes","2023"
"National Justice Party - Arizona","","Arizona","","White Nationalist ","","Yes","2023"
"Patriot Front","","Arizona","Patriot Front","White Nationalist ","","Yes","2023"
"School of the West","Page","Arizona","","White Nationalist ","","","2023"
"United People of America","Tucson","Arizona","","White Nationalist ","","","2023"
"Patriot Front","","Arkansas","Patriot Front","White Nationalist ","","Yes","2023"
"Shieldwall Network","Mountain View","Arkansas","","White Nationalist ","","","2023"
"Tightrope Records","","Arkansas","","White Nationalist ","","Yes","2023"
"Active Club","Sacramento","California","","White Nationalist ","","","2023"
"American Freedom Party","Los Angeles","California","American Freedom Party","White Nationalist ","","","2023"
"California Blackshirts","","California","","White Nationalist ","","Yes","2023"
"Clockwork Crew","","California","","White Nationalist ","","Yes","2023"
"Counter-Currents Publishing","San Francisco","California","","White Nationalist ","","","2023"
"Koschertified?","San Marcos","California","","White Nationalist ","","","2023"
"National Justice Party - California","","California","","White Nationalist ","","Yes","2023"
"New Columbia Movement - California","","California","","White Nationalist ","","Yes","2023"
"Patriot Front","","California","Patriot Front","White Nationalist ","","Yes","2023"
"SoCal Active Club","Huntington Beach","California","","White Nationalist ","","","2023"
"Front Range Active Club/Rocky Mountain Active Club","","Colorado","","White Nationalist ","","Yes","2023"
"National Justice Party - Colorado","","Colorado","","White Nationalist ","","Yes","2023"
"Patriot Front","","Colorado","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","","Connecticut","","White Nationalist ","","Yes","2023"
"Patriot Front","","Connecticut","Patriot Front","White Nationalist ","","Yes","2023"
"Patriot Front","Washington","District of Columbia","Patriot Front","White Nationalist ","","","2023"
"Scott-Townsend Publishers","Washington","District of Columbia","","White Nationalist ","","","2023"
"America First Foundation","St. Petersburg","Florida","","White Nationalist ","","","2023"
"National Justice Party - Florida","","Florida","","White Nationalist ","","Yes","2023"
"New Columbia Movement - Florida","","Florida","","White Nationalist ","","Yes","2023"
"Patriot Front","","Florida","Patriot Front","White Nationalist ","Yes","Yes","2023"
"Stormfront","West Palm Beach","Florida","Stormfront","White Nationalist ","Yes","","2023"
"Active Club","Atlanta","Georgia","","White Nationalist ","Yes","","2023"
"National Justice Party - Georgia","","Georgia","","White Nationalist ","","Yes","2023"
"New Columbia Movement - Georgia","","Georgia","","White Nationalist ","Yes","Yes","2023"
"Occidental Quarterly/Charles Martel Society","Atlanta","Georgia","Occidental Quarterly","White Nationalist ","Yes","","2023"
"Patriot Front","","Georgia","Patriot Front","White Nationalist ","Yes","Yes","2023"
"William McKinley Institute","Atlanta","Georgia","","White Nationalist ","Yes","","2023"
"Active Club","Coeur D'Alene","Idaho","","White Nationalist ","","","2023"
"Occidental Observer","Hayden","Idaho","","White Nationalist ","","","2023"
"Patriot Front","","Idaho","Patriot Front","White Nationalist ","","Yes","2023"
"Red Ice","Post Falls","Idaho","","White Nationalist ","Yes","","2023"
"Active Club","Chicago","Illinois","","White Nationalist ","","","2023"
"America First Foundation","Chicago","Illinois","","White Nationalist ","","","2023"
"National Justice Party - Illinois","","Illinois","","White Nationalist ","","Yes","2023"
"Patriot Front","","Illinois","Patriot Front","White Nationalist ","Yes","Yes","2023"
"Indiana Active Club","","Indiana","","White Nationalist ","Yes","Yes","2023"
"National Justice Party - Indiana","","Indiana","","White Nationalist ","","Yes","2023"
"Patriot Front","","Indiana","Patriot Front","White Nationalist ","Yes","Yes","2023"
"National Justice Party - Iowa","","Iowa","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","Iowa","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","","Kansas","","White Nationalist ","Yes","Yes","2023"
"National Justice Party - Kansas","","Kansas","","White Nationalist ","","Yes","2023"
"Patriot Front","","Kansas","Patriot Front","White Nationalist ","","Yes","2023"
"National Justice Party - Kentucky","","Kentucky","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","Kentucky","Patriot Front","White Nationalist ","Yes","Yes","2023"
"National Justice Party - Louisana","","Louisiana","","White Nationalist ","","Yes","2023"
"Patriot Front","","Louisiana","Patriot Front","White Nationalist ","","Yes","2023"
"Patriot Front","","Maine","Patriot Front","White Nationalist ","","Yes","2023"
"The Colchester Collection","Machias","Maine","","White Nationalist ","","","2023"
"Homeland Institute","Town of Hancock","Maryland","","White Nationalist ","","","2023"
"National Justice Party - Maryland","","Maryland","","White Nationalist ","","Yes","2023"
"Patriot Front","","Maryland","Patriot Front","White Nationalist ","","Yes","2023"
"Bay State Active Club","","Massachusetts","","White Nationalist ","","Yes","2023"
"Patriot Front","","Massachusetts","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","","Michigan","","White Nationalist ","","Yes","2023"
"Christ the King the Reformed Church","Charlotte","Michigan","","White Nationalist ","","","2023"
"National Justice Party - Michigan","","Michigan","","White Nationalist ","","Yes","2023"
"Patriot Front","","Michigan","Patriot Front","White Nationalist ","","Yes","2023"
"White Rabbit Radio","Dearborn Heights","Michigan","","White Nationalist ","","","2023"
"National Justice Party - Minnesota","","Minnesota","","White Nationalist ","","Yes","2023"
"Patriot Front","","Minnesota","Patriot Front","White Nationalist ","","Yes","2023"
"National Justice Party - Mississippi","","Mississippi","","White Nationalist ","","Yes","2023"
"Patriot Front","","Mississippi","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","","Missouri","","White Nationalist ","","Yes","2023"
"Council of Conservative Citizens","Potosi","Missouri","Council of Conservative Citizens","White Nationalist ","","","2023"
"National Justice Party - Missouri","","Missouri","","White Nationalist ","","Yes","2023"
"Patriot Front","","Missouri","Patriot Front","White Nationalist ","","Yes","2023"
"Big Sky Active Club","","Montana","","White Nationalist ","","Yes","2023"
"Radix Journal","Whitefish","Montana","","White Nationalist ","","","2023"
"National Justice Party - Nebraska","","Nebraska","","White Nationalist ","","Yes","2023"
"Patriot Front","","Nebraska","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","Las Vegas","Nevada","","White Nationalist ","","","2023"
"Active Club","Reno","Nevada","","White Nationalist ","","","2023"
"National Justice Party - Nevada","","Nevada","","White Nationalist ","","Yes","2023"
"Patriot Front","","Nevada","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","","New Hampshire","","White Nationalist ","","Yes","2023"
"Patriot Front","","New Hampshire","Patriot Front","White Nationalist ","","Yes","2023"
"National Justice Party - New Jersey","","New Jersey","","White Nationalist ","","Yes","2023"
"New Jersey European Heritage Association","","New Jersey","","White Nationalist ","","Yes","2023"
"National Justice Party -  New Mexico","","New Mexico","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","New Mexico","Patriot Front","White Nationalist ","","Yes","2023"
"American Freedom Party","New York","New York","American Freedom Party","White Nationalist ","Yes","","2023"
"Arktos Media","New York","New York","","White Nationalist ","Yes","","2023"
"National Justice Party - New York","","New York","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","New York","Patriot Front","White Nationalist ","Yes","Yes","2023"
"Active Club","","North Carolina","","White Nationalist ","Yes","Yes","2023"
"National Justice Party - North Carolina","","North Carolina","","White Nationalist ","","Yes","2023"
"Patriot Front","","North Carolina","Patriot Front","White Nationalist ","","Yes","2023"
"National Justice Party - North Dakota","","North Dakota","","White Nationalist ","","Yes","2023"
"Patriot Front","","North Dakota","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","","Ohio","","White Nationalist ","","Yes","2023"
"National Justice Party","Dayton","Ohio","","White Nationalist ","","","2023"
"Patriot Front","","Ohio","Patriot Front","White Nationalist ","","Yes","2023"
"National Justice Party - Oklahoma","","Oklahoma","","White Nationalist ","","Yes","2023"
"Patriot Front","","Oklahoma","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","Medford","Oregon","","White Nationalist ","","","2023"
"Active Club","Portland","Oregon","","White Nationalist ","","","2023"
"Patriot Front","","Oregon","Patriot Front","White Nationalist ","","Yes","2023"
"American Freedom News","Hampton Twp","Pennsylvania","","White Nationalist ","","","2023"
"Antelope Hill Publishing","Green Lane","Pennsylvania","","White Nationalist ","","","2023"
"Evergreen","Bedford","Pennsylvania","","White Nationalist ","","","2023"
"National Justice Party - PA","","Pennsylvania","","White Nationalist ","","Yes","2023"
"New Columbia Movement - Pennsylvania","Old Forge","Pennsylvania","","White Nationalist ","","","2023"
"Patriot Front","","Pennsylvania","Patriot Front","White Nationalist ","","Yes","2023"
"Pennsylvania Active Club","","Pennsylvania","","White Nationalist ","","Yes","2023"
"The Right Stuff","","Pennsylvania","","White Nationalist ","","Yes","2023"
"Active Club","","Rhode Island","","White Nationalist ","","Yes","2023"
"Patriot Front","","Rhode Island","Patriot Front","White Nationalist ","","Yes","2023"
"Fight White Genocide","Columbia","South Carolina","","White Nationalist ","","","2023"
"National Justice Party - South Carolina","","South Carolina","","White Nationalist ","","Yes","2023"
"Patriot Front","","South Carolina","Patriot Front","White Nationalist ","","Yes","2023"
"Patriotic Flags","Summerville","South Carolina","","White Nationalist ","","","2023"
"Renaissance Horizon","Summerville","South Carolina","","White Nationalist ","","","2023"
"Southern Sons Active Club","","South Carolina","","White Nationalist ","","Yes","2023"
"Amerikaner","","South Dakota","","White Nationalist ","","Yes","2023"
"Patriot Front","","South Dakota","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","Nashville","Tennessee","","White Nationalist ","","","2023"
"Active Club","Sevierville","Tennessee","","White Nationalist ","","","2023"
"Blood River Radio","Bartlett","Tennessee","","White Nationalist ","","","2023"
"National Justice Party - Tennessee","","Tennessee","","White Nationalist ","","Yes","2023"
"Patriot Front","","Tennessee","Patriot Front","White Nationalist ","","Yes","2023"
"The Political Cesspool","Bartlett","Tennessee","","White Nationalist ","","","2023"
"Active Club","Houston","Texas","","White Nationalist ","","","2023"
"Active Club","Lubbock","Texas","","White Nationalist ","","","2023"
"Active Club","San Antonio","Texas","","White Nationalist ","Yes","","2023"
"Active Club","","Texas","","White Nationalist ","","","2023"
"National Justice Party - Texas","","Texas","","White Nationalist ","","Yes","2023"
"New Columbia Movement - Texas","","Texas","","White Nationalist ","","Yes","2023"
"Patriot Front","","Texas","Patriot Front","White Nationalist ","","Yes","2023"
"Active Club","Salt Lake City","Utah","","White Nationalist ","","","2023"
"Active Club","St George","Utah","","White Nationalist ","","","2023"
"Patriot Front","","Utah","Patriot Front","White Nationalist ","","Yes","2023"
"Patriot Front","","Vermont","Patriot Front","White Nationalist ","Yes","Yes","2023"
"American Renaissance/New Century Foundation","Oakton","Virginia","American Renaissance","White Nationalist ","","","2023"
"Dominion Active Club","","Virginia","","White Nationalist ","Yes","Yes","2023"
"National Justice Party - Virginia","","Virginia","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","Virginia","Patriot Front","White Nationalist ","Yes","Yes","2023"
"The Fitzgerald Griffin Foundation","Vienna","Virginia","","White Nationalist ","Yes","","2023"
"Will2Rise","","Virginia","","White Nationalist ","Yes","","2023"
"Active Club","Pasco","Washington","","White Nationalist ","Yes","","2023"
"Active Club","Spokane","Washington","","White Nationalist ","","","2023"
"Northwest Front","Seattle","Washington","","White Nationalist ","","","2023"
"Patriot Front","","Washington","Patriot Front","White Nationalist ","Yes","Yes","2023"
"Active Club","","West Virginia","","White Nationalist ","Yes","Yes","2023"
"Full Haus","Purgitsville","West Virginia","","White Nationalist ","Yes","","2023"
"National Justice Party - West Virginia","","West Virginia","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","West Virginia","Patriot Front","White Nationalist ","Yes","Yes","2023"
"VDARE Foundation","Berkeley Springs","West Virginia","VDARE","White Nationalist ","Yes","","2023"
"Active Club","","Wisconsin","","White Nationalist ","Yes","Yes","2023"
"National Justice Party - Wisconsin","","Wisconsin","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","Wisconsin","Patriot Front","White Nationalist ","Yes","Yes","2023"
"Active Club","","Wyoming","","White Nationalist ","Yes","Yes","2023"
"Patriot Front","","Wyoming","Patriot Front","White Nationalist ","","Yes","2023"
"Gab","Clarks Summit","Pennsylvania","","White Nationalist ","Yes","","2023"
